Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created,Actual_Churn,Predicted_Churn
10,9,4.32,9,Mobile,Action,Europe,On-Time,Standard,4,33,9928,Yes,3,0,0
25,8,1.64,10,Tablet,Action,Europe,On-Time,Standard,6,35,7683,Yes,2,0,0
25,2,5.28,2,Tablet,Comedy,Africa,On-Time,Basic,7,30,8386,Yes,2,0,0
16,8,2.19,8,Tablet,Comedy,North America,On-Time,Standard,5,33,7866,Yes,1,0,0
22,8,3.34,9,Tablet,Romance,South America,On-Time,Basic,0,21,6282,Yes,3,0,0
43,6,3.88,2,Tablet,Sci-fi,Europe,Delayed,Standard,2,38,1185,No,5,0,0
47,8,2.15,8,Mobile,Drama,Asia,On-Time,Basic,1,22,7576,No,5,0,0
2,10,5.06,8,Laptop,Sci-fi,North America,On-Time,Premium,5,44,8731,Yes,3,0,0
47,10,1.93,7,Smart TV,Romance,Oceania,On-Time,Basic,4,36,1863,No,3,0,0
24,1,2.87,4,Tablet,Sci-fi,Asia,On-Time,Basic,8,54,1100,Yes,1,0,0
21,6,5.02,4,Tablet,Action,Africa,Delayed,Basic,5,18,6354,Yes,2,1,1
38,7,3.4,7,Mobile,Drama,Oceania,On-Time,Premium,6,22,9608,Yes,4,0,0
57,1,3.05,2,Tablet,Sci-fi,North America,On-Time,Standard,0,67,3822,Yes,2,0,0
49,1,1.98,4,Mobile,Action,Europe,Delayed,Premium,4,25,2364,No,5,0,0
29,6,5.3,4,Mobile,Sci-fi,North America,On-Time,Basic,10,52,8457,No,3,0,0
15,9,4.89,9,Tablet,Sci-fi,North America,On-Time,Standard,2,27,8133,No,3,0,0
49,7,3.52,9,Smart TV,Sci-fi,Africa,On-Time,Basic,9,22,9913,No,2,0,0
40,7,5.16,7,Laptop,Comedy,North America,On-Time,Standard,9,36,6015,No,3,0,0
13,4,2.85,5,Smart TV,Romance,Africa,On-Time,Premium,3,68,2643,Yes,2,0,0
25,7,3.5,8,Tablet,Action,Europe,On-Time,Standard,1,50,1208,Yes,1,0,0
55,7,4.99,7,Tablet,Romance,Oceania,On-Time,Standard,7,34,4657,No,2,0,0
15,9,2.91,7,Laptop,Drama,Oceania,On-Time,Basic,4,46,7369,Yes,4,0,0
48,7,5.18,10,Mobile,Comedy,North America,On-Time,Basic,0,25,9154,Yes,5,0,0
25,8,3.54,7,Smart TV,Drama,North America,On-Time,Standard,0,56,2896,Yes,1,0,0
15,10,5.25,9,Smart TV,Sci-fi,Africa,On-Time,Basic,6,64,4570,Yes,3,0,0
41,1,1.03,3,Tablet,Action,Oceania,On-Time,Premium,8,35,9266,No,1,0,0
18,6,5.8,6,Tablet,Sci-fi,North America,On-Time,Basic,3,21,5511,Yes,3,0,0
10,4,5.7,1,Smart TV,Action,Europe,On-Time,Basic,9,53,5010,No,3,1,1
12,1,1.59,2,Laptop,Action,Oceania,On-Time,Standard,7,23,3718,Yes,5,0,0
47,3,3.42,2,Smart TV,Sci-fi,Oceania,On-Time,Premium,4,68,9989,Yes,2,0,0
55,10,4.78,10,Tablet,Sci-fi,Oceania,On-Time,Standard,3,37,7032,No,4,0,0
10,2,4.09,2,Smart TV,Romance,Oceania,On-Time,Standard,2,37,3532,Yes,2,0,0
51,2,4.98,4,Tablet,Romance,Oceania,Delayed,Standard,2,21,5597,No,2,0,0
28,9,4.07,8,Mobile,Romance,Asia,On-Time,Standard,10,46,5534,Yes,1,0,0
11,8,1.23,10,Smart TV,Drama,Africa,On-Time,Standard,7,63,6408,No,5,0,0
1,8,3.98,8,Smart TV,Drama,North America,On-Time,Basic,2,35,7981,No,2,0,0
59,9,4.37,9,Laptop,Sci-fi,Asia,On-Time,Standard,2,46,7933,No,2,0,0
43,8,1.36,7,Laptop,Romance,South America,On-Time,Basic,4,25,2683,No,5,0,0
20,9,5.32,9,Laptop,Romance,Europe,Delayed,Basic,3,54,7673,No,3,1,1
58,10,2.25,9,Smart TV,Sci-fi,Oceania,Delayed,Basic,10,31,5214,No,4,0,0
24,1,2.26,1,Smart TV,Action,Oceania,On-Time,Premium,0,44,2089,No,3,0,0
51,9,1.09,7,Mobile,Sci-fi,North America,On-Time,Basic,10,19,9355,Yes,1,0,0
60,7,4.39,8,Tablet,Sci-fi,Africa,On-Time,Basic,6,31,1337,No,5,0,0
40,9,3.44,10,Laptop,Romance,South America,On-Time,Standard,2,56,6660,Yes,5,0,0
35,8,1.96,10,Smart TV,Action,Asia,On-Time,Standard,5,60,8902,No,1,0,0
55,9,3.73,8,Laptop,Sci-fi,Asia,On-Time,Basic,9,26,2240,No,1,0,0
8,1,1.66,5,Mobile,Sci-fi,Asia,On-Time,Premium,10,26,9706,Yes,2,0,0
42,2,2.23,4,Tablet,Comedy,South America,On-Time,Standard,6,60,7225,Yes,1,0,0
47,9,5.5,10,Smart TV,Sci-fi,Europe,On-Time,Standard,3,49,8545,No,1,0,0
21,9,3.45,9,Laptop,Action,South America,On-Time,Standard,8,33,5430,Yes,2,0,0
57,9,5.08,8,Smart TV,Comedy,Oceania,On-Time,Basic,10,46,6618,Yes,4,0,0
3,9,2.66,8,Smart TV,Comedy,Oceania,Delayed,Basic,10,60,9727,Yes,3,1,1
8,9,1.41,9,Smart TV,Action,Africa,On-Time,Premium,6,21,4771,No,4,0,0
50,9,4.45,10,Smart TV,Sci-fi,Asia,On-Time,Standard,3,27,7311,Yes,2,0,0
28,9,3.52,10,Smart TV,Sci-fi,Oceania,On-Time,Premium,0,57,1574,Yes,2,0,0
34,10,5.83,10,Mobile,Action,South America,On-Time,Premium,4,25,1248,No,5,0,0
11,7,3.82,7,Laptop,Drama,South America,On-Time,Basic,2,59,9380,Yes,2,0,0
39,9,2.74,8,Mobile,Comedy,South America,On-Time,Basic,5,57,6887,Yes,4,0,0
45,1,5.7,3,Smart TV,Action,Oceania,On-Time,Basic,1,54,3519,Yes,3,0,0
50,10,4.32,8,Mobile,Romance,Oceania,On-Time,Premium,9,26,3307,Yes,2,0,0
34,9,4.26,7,Laptop,Sci-fi,South America,On-Time,Standard,0,67,8733,No,3,0,0
8,4,3.34,4,Mobile,Drama,Oceania,On-Time,Premium,9,42,5364,Yes,5,0,0
30,8,1.67,9,Mobile,Romance,Asia,On-Time,Basic,8,44,6700,Yes,3,0,0
41,9,4.69,10,Smart TV,Comedy,Oceania,Delayed,Premium,1,41,3634,Yes,1,0,0
56,8,2.34,10,Smart TV,Action,Asia,Delayed,Basic,5,47,5986,No,4,0,0
46,10,1.47,10,Laptop,Action,Asia,On-Time,Basic,6,65,8577,Yes,1,0,0
14,9,5.77,9,Tablet,Action,North America,On-Time,Standard,5,31,1451,No,2,0,0
54,10,3.37,7,Tablet,Drama,Oceania,Delayed,Basic,3,22,1070,Yes,5,0,0
50,10,4.27,8,Mobile,Action,Asia,On-Time,Basic,8,18,4339,No,5,0,0
28,8,2.49,7,Smart TV,Romance,Africa,On-Time,Standard,6,21,3062,Yes,2,0,0
42,5,1.92,4,Mobile,Action,Europe,On-Time,Standard,6,29,5337,No,4,0,0
23,10,4.24,10,Smart TV,Drama,North America,On-Time,Basic,6,25,8431,Yes,4,0,0
27,8,1.86,10,Tablet,Comedy,South America,Delayed,Premium,6,58,4802,Yes,3,0,0
37,7,3.16,10,Laptop,Comedy,South America,On-Time,Basic,1,42,9014,No,1,0,0
5,7,2.63,8,Smart TV,Action,South America,Delayed,Basic,0,26,1227,Yes,2,1,1
3,7,1.83,10,Mobile,Drama,Europe,On-Time,Basic,6,41,2532,No,2,0,0
6,5,2.72,1,Smart TV,Comedy,Europe,On-Time,Premium,8,52,3393,Yes,4,0,0
30,8,2.13,10,Laptop,Romance,Africa,Delayed,Basic,7,35,7593,Yes,1,0,0
57,4,1.18,4,Mobile,Comedy,Oceania,On-Time,Standard,8,57,7612,Yes,4,0,0
3,4,5.42,4,Smart TV,Sci-fi,South America,On-Time,Basic,3,27,9497,No,1,1,1
28,8,3.9,8,Smart TV,Sci-fi,Africa,On-Time,Basic,1,22,7606,Yes,5,0,0
46,5,1.56,3,Mobile,Comedy,Europe,On-Time,Basic,1,48,6573,No,1,0,0
55,2,3.19,6,Smart TV,Romance,South America,Delayed,Premium,9,40,3738,Yes,3,0,0
29,1,5.43,6,Tablet,Sci-fi,Oceania,On-Time,Basic,9,68,5666,Yes,5,0,0
58,10,4.48,10,Laptop,Romance,South America,On-Time,Standard,0,29,3978,No,4,0,0
29,10,2.25,9,Smart TV,Action,Oceania,Delayed,Standard,1,67,7824,No,4,0,0
27,8,1.22,10,Tablet,Action,Asia,On-Time,Basic,8,59,5258,Yes,4,0,0
45,7,5.49,7,Laptop,Action,Oceania,On-Time,Standard,6,29,7293,No,2,0,0
55,7,3.36,7,Mobile,Action,Africa,Delayed,Basic,4,25,8228,No,1,0,0
58,7,2.73,10,Tablet,Drama,South America,On-Time,Basic,2,59,5870,No,3,0,0
16,7,5.95,7,Smart TV,Sci-fi,Africa,On-Time,Premium,6,47,1861,Yes,2,0,0
15,9,4.89,9,Laptop,Drama,Asia,On-Time,Premium,4,49,3122,No,5,0,0
33,8,1.98,10,Mobile,Romance,Africa,On-Time,Premium,3,34,6785,No,5,0,0
44,7,1.1,7,Tablet,Action,Oceania,On-Time,Basic,0,66,1034,No,1,0,0
13,7,1.99,10,Mobile,Comedy,Africa,On-Time,Standard,4,23,3877,Yes,5,0,0
48,6,3.41,6,Tablet,Action,Europe,On-Time,Standard,4,66,7242,Yes,2,0,0
57,8,4.02,8,Laptop,Drama,North America,On-Time,Premium,0,22,9197,Yes,5,0,0
11,10,3.5,9,Smart TV,Sci-fi,Africa,On-Time,Standard,9,52,8747,No,5,0,0
8,1,5.86,5,Tablet,Comedy,Asia,Delayed,Standard,1,60,4832,No,4,1,1
33,7,3.24,10,Tablet,Drama,Europe,On-Time,Standard,6,23,3718,Yes,1,0,0
19,10,5.54,7,Smart TV,Action,Africa,Delayed,Standard,10,20,8242,Yes,2,1,1
9,8,2.08,9,Smart TV,Drama,Asia,On-Time,Standard,5,66,5640,Yes,5,0,0
29,10,4.75,10,Smart TV,Drama,Asia,On-Time,Standard,10,59,5725,Yes,1,0,0
52,9,5.0,8,Tablet,Comedy,Europe,On-Time,Basic,2,43,1887,No,5,0,0
3,10,1.81,8,Smart TV,Comedy,Europe,On-Time,Standard,4,55,2881,No,4,0,0
10,7,5.15,9,Mobile,Comedy,North America,On-Time,Premium,1,64,5323,Yes,1,0,0
41,10,5.41,8,Laptop,Action,Asia,On-Time,Standard,6,33,3583,No,2,0,0
27,1,1.07,2,Smart TV,Romance,Oceania,On-Time,Standard,10,41,3816,No,2,0,0
47,9,5.39,9,Tablet,Drama,Europe,On-Time,Basic,9,27,7912,Yes,3,0,0
47,8,5.5,9,Tablet,Romance,Asia,On-Time,Standard,4,26,9191,Yes,2,0,0
57,8,4.92,7,Smart TV,Romance,Europe,On-Time,Basic,3,41,4904,No,4,0,0
48,9,1.65,7,Tablet,Drama,North America,On-Time,Basic,3,37,1766,Yes,1,0,0
55,9,4.42,8,Tablet,Sci-fi,Africa,On-Time,Premium,8,61,2131,Yes,3,0,0
58,8,2.03,8,Laptop,Action,Europe,On-Time,Standard,6,33,5912,No,4,0,0
14,8,1.49,10,Smart TV,Comedy,South America,Delayed,Basic,10,29,3456,No,4,1,1
40,8,1.77,8,Laptop,Romance,Asia,On-Time,Premium,9,55,5511,Yes,2,0,0
38,6,3.09,2,Mobile,Drama,Asia,Delayed,Basic,6,31,7429,Yes,1,0,0
27,4,5.29,1,Laptop,Sci-fi,Europe,Delayed,Basic,9,27,7976,No,2,0,0
19,8,5.3,10,Smart TV,Comedy,Europe,On-Time,Standard,8,27,7907,No,5,0,0
32,10,2.16,9,Laptop,Comedy,South America,On-Time,Premium,7,22,4719,No,3,0,0
7,8,2.2,9,Laptop,Romance,Oceania,Delayed,Basic,8,28,7839,Yes,2,1,1
28,8,3.5,9,Mobile,Action,Europe,Delayed,Basic,8,61,5993,Yes,5,0,0
39,9,2.89,10,Smart TV,Action,Asia,On-Time,Basic,10,52,8933,No,3,0,0
20,7,5.78,10,Mobile,Drama,Oceania,On-Time,Premium,3,52,3786,No,1,0,0
10,5,2.33,3,Mobile,Comedy,North America,On-Time,Basic,8,49,5258,Yes,1,0,0
41,4,1.83,3,Tablet,Drama,Asia,Delayed,Basic,2,53,3703,Yes,1,0,0
40,9,5.94,8,Smart TV,Action,Oceania,Delayed,Basic,6,30,8938,Yes,1,0,0
19,1,5.12,5,Tablet,Comedy,South America,On-Time,Basic,10,66,7381,Yes,1,0,0
11,10,3.7,7,Mobile,Romance,North America,On-Time,Standard,2,63,5719,Yes,2,0,0
34,2,5.2,2,Laptop,Drama,Asia,On-Time,Standard,6,42,6668,No,4,0,0
20,8,3.95,7,Mobile,Sci-fi,Oceania,On-Time,Basic,5,21,6130,Yes,1,0,0
43,10,4.95,7,Mobile,Comedy,Oceania,On-Time,Premium,0,23,9469,No,1,0,0
51,7,5.2,10,Smart TV,Comedy,Europe,On-Time,Basic,8,67,7708,No,2,0,0
22,9,1.26,7,Smart TV,Sci-fi,Europe,On-Time,Standard,0,22,1942,No,2,0,0
19,1,3.68,6,Smart TV,Sci-fi,Africa,On-Time,Premium,3,40,8344,Yes,3,0,0
4,1,5.85,4,Laptop,Romance,Europe,On-Time,Basic,8,18,4940,No,4,1,1
59,9,5.5,7,Mobile,Drama,Europe,On-Time,Basic,7,25,4143,No,2,0,0
5,7,5.34,9,Mobile,Comedy,North America,On-Time,Basic,3,36,3861,Yes,5,0,0
50,9,2.96,10,Mobile,Comedy,Oceania,On-Time,Premium,8,70,3978,Yes,5,0,0
44,3,3.16,2,Mobile,Sci-fi,Europe,On-Time,Standard,8,68,1524,No,4,0,0
30,6,3.76,1,Smart TV,Romance,North America,On-Time,Standard,7,45,4874,Yes,2,0,0
17,5,5.91,5,Smart TV,Romance,Asia,On-Time,Standard,10,60,2118,Yes,3,0,0
30,7,5.45,9,Tablet,Sci-fi,Oceania,On-Time,Premium,6,52,4395,No,5,0,0
22,8,1.87,8,Tablet,Sci-fi,Africa,Delayed,Standard,1,50,7535,No,3,1,1
41,1,5.4,1,Mobile,Drama,South America,On-Time,Premium,7,70,3155,Yes,2,0,0
30,8,1.6,7,Laptop,Sci-fi,North America,On-Time,Basic,7,66,5021,No,2,0,0
2,6,1.09,5,Laptop,Sci-fi,Asia,On-Time,Standard,4,56,6211,No,4,1,1
10,8,4.58,9,Smart TV,Romance,North America,On-Time,Standard,7,18,8229,Yes,4,0,0
14,2,3.76,2,Laptop,Action,Oceania,On-Time,Basic,8,24,1589,No,5,1,1
52,2,2.43,5,Tablet,Drama,Asia,On-Time,Basic,7,40,7844,No,1,0,0
36,10,5.97,8,Laptop,Action,Oceania,On-Time,Standard,3,27,8923,No,4,0,0
17,7,5.31,7,Mobile,Drama,Oceania,On-Time,Premium,8,65,4293,No,1,0,0
8,1,4.62,6,Smart TV,Sci-fi,South America,On-Time,Basic,10,46,5498,No,2,1,1
48,6,1.32,5,Mobile,Romance,Europe,Delayed,Premium,5,57,6514,Yes,3,0,0
40,10,2.28,7,Mobile,Sci-fi,Asia,On-Time,Standard,5,30,1906,Yes,4,0,0
34,6,1.0,2,Mobile,Comedy,North America,On-Time,Standard,1,28,1712,No,2,0,0
60,3,2.49,1,Laptop,Comedy,Asia,On-Time,Basic,1,59,9983,No,1,0,0
11,7,2.52,10,Mobile,Sci-fi,Africa,On-Time,Basic,0,45,4663,Yes,2,0,0
30,9,1.59,8,Laptop,Action,Europe,On-Time,Basic,0,26,4923,No,3,0,0
46,5,4.38,3,Tablet,Comedy,Oceania,Delayed,Premium,7,50,9365,Yes,1,0,0
36,5,2.73,3,Tablet,Comedy,Asia,On-Time,Basic,3,25,9492,Yes,3,0,0
25,7,5.08,7,Smart TV,Comedy,South America,On-Time,Standard,3,23,8344,Yes,1,0,0
12,7,3.45,7,Tablet,Action,North America,On-Time,Basic,1,20,3169,Yes,3,0,0
55,8,5.92,8,Smart TV,Drama,North America,Delayed,Standard,6,27,2791,No,3,0,0
38,7,3.12,9,Laptop,Sci-fi,North America,On-Time,Premium,9,21,4414,Yes,5,0,0
23,5,5.59,4,Laptop,Action,South America,On-Time,Basic,6,28,9681,No,4,1,1
32,8,3.15,7,Tablet,Comedy,North America,On-Time,Basic,10,27,3235,Yes,3,0,0
12,7,5.54,9,Tablet,Romance,Oceania,On-Time,Basic,6,61,3370,No,3,0,0
27,8,4.11,9,Tablet,Romance,Africa,Delayed,Basic,8,18,4000,Yes,2,0,0
2,8,4.41,7,Tablet,Action,Asia,On-Time,Premium,7,56,8001,Yes,3,0,0
10,3,5.36,4,Laptop,Sci-fi,Asia,Delayed,Basic,9,65,2294,No,4,1,1
36,10,4.02,8,Mobile,Romance,Africa,On-Time,Premium,4,33,9260,Yes,5,0,0
55,8,2.92,7,Laptop,Drama,Oceania,On-Time,Standard,3,46,7430,No,1,0,0
35,10,1.85,8,Laptop,Action,South America,On-Time,Premium,1,27,3512,Yes,1,0,0
36,7,5.24,8,Laptop,Drama,South America,On-Time,Basic,2,54,9849,No,3,0,0
33,7,3.47,7,Tablet,Comedy,Oceania,Delayed,Standard,4,54,6838,Yes,2,0,0
52,8,4.72,9,Laptop,Drama,South America,On-Time,Standard,3,33,4519,No,1,0,0
58,7,1.01,10,Laptop,Romance,Europe,On-Time,Basic,10,44,1796,Yes,1,0,0
5,10,1.73,7,Tablet,Drama,Asia,On-Time,Basic,1,58,6246,Yes,3,0,0
59,8,5.44,9,Laptop,Drama,Asia,Delayed,Standard,8,45,8670,No,3,0,0
20,10,2.56,7,Smart TV,Sci-fi,Africa,Delayed,Standard,9,46,2600,No,3,1,1
53,7,2.82,10,Laptop,Drama,Europe,On-Time,Basic,4,36,7650,No,1,0,0
24,10,4.33,8,Mobile,Action,Oceania,On-Time,Standard,0,24,3188,Yes,1,0,0
18,6,5.08,2,Tablet,Comedy,South America,On-Time,Premium,8,38,4444,Yes,5,0,0
21,8,4.65,10,Laptop,Romance,Oceania,Delayed,Premium,10,30,2830,No,3,1,1
35,10,3.89,9,Smart TV,Action,Europe,On-Time,Premium,2,52,4357,Yes,2,0,0
28,8,4.26,10,Tablet,Comedy,Asia,On-Time,Basic,8,28,6429,Yes,5,0,0
18,8,5.77,10,Tablet,Drama,Oceania,Delayed,Basic,7,25,4447,No,1,1,1
32,8,3.87,8,Mobile,Sci-fi,Asia,On-Time,Premium,7,20,9315,Yes,1,0,0
43,10,4.13,7,Laptop,Comedy,Asia,On-Time,Basic,8,39,5336,Yes,2,0,0
8,10,3.69,10,Laptop,Action,Asia,On-Time,Premium,6,32,2100,No,1,0,0
47,7,5.04,8,Mobile,Action,Asia,On-Time,Basic,8,65,9696,Yes,4,0,0
43,1,2.6,5,Smart TV,Drama,Africa,On-Time,Basic,0,48,8291,Yes,3,0,0
11,7,4.07,7,Tablet,Sci-fi,Africa,On-Time,Basic,6,33,7282,No,5,0,0
43,8,3.96,7,Laptop,Drama,South America,On-Time,Basic,2,59,6362,No,5,0,0
39,7,4.92,9,Smart TV,Sci-fi,Oceania,On-Time,Standard,5,53,6256,Yes,2,0,0
3,10,4.11,10,Tablet,Comedy,Africa,On-Time,Basic,0,22,6374,Yes,5,0,0
17,10,2.53,8,Tablet,Romance,North America,Delayed,Basic,1,34,1744,No,1,1,1
24,4,3.36,2,Smart TV,Drama,North America,On-Time,Standard,3,48,8157,No,4,1,1
49,8,2.43,7,Laptop,Action,Europe,On-Time,Premium,8,48,3820,Yes,2,0,0
2,10,3.18,9,Laptop,Comedy,North America,On-Time,Basic,10,26,4356,No,5,0,0
23,3,3.02,5,Tablet,Comedy,South America,Delayed,Standard,7,54,3939,No,1,1,1
53,7,3.47,10,Laptop,Comedy,Oceania,On-Time,Basic,9,37,7001,Yes,3,0,0
50,10,3.7,10,Mobile,Action,Asia,On-Time,Basic,6,57,8435,Yes,4,0,0
4,9,1.16,8,Tablet,Comedy,Oceania,On-Time,Basic,6,66,7010,No,2,0,0
45,8,5.83,10,Mobile,Comedy,Africa,On-Time,Standard,8,62,1706,Yes,1,0,0
56,8,4.48,7,Mobile,Romance,Africa,On-Time,Basic,2,32,9579,No,3,0,0
5,9,4.0,9,Mobile,Romance,North America,On-Time,Basic,4,59,3180,Yes,5,0,0
55,10,5.11,9,Tablet,Sci-fi,Oceania,On-Time,Standard,6,55,9315,No,2,0,0
49,8,2.59,10,Tablet,Drama,North America,On-Time,Premium,8,70,5444,Yes,3,0,0
22,10,1.45,7,Laptop,Romance,Europe,On-Time,Basic,10,51,5026,Yes,5,0,0
36,7,2.64,10,Tablet,Comedy,Asia,On-Time,Standard,5,69,3222,Yes,3,0,0
34,5,1.11,3,Smart TV,Romance,Asia,On-Time,Basic,8,30,6525,Yes,3,0,0
15,9,1.39,8,Tablet,Sci-fi,South America,On-Time,Basic,0,46,8501,No,1,0,0
58,8,3.6,7,Laptop,Drama,Asia,On-Time,Standard,4,51,9581,No,5,0,0
48,5,2.68,6,Laptop,Comedy,North America,On-Time,Premium,3,62,7352,Yes,5,0,0
41,2,4.08,6,Mobile,Comedy,Oceania,On-Time,Basic,7,39,8851,Yes,2,0,0
57,6,2.66,6,Smart TV,Romance,North America,On-Time,Basic,3,21,6651,Yes,3,0,0
13,7,3.39,9,Mobile,Sci-fi,Europe,On-Time,Premium,6,60,8011,No,5,0,0
52,9,3.23,9,Smart TV,Romance,Oceania,On-Time,Standard,4,66,9932,Yes,1,0,0
38,7,5.7,8,Laptop,Drama,Asia,On-Time,Standard,8,35,8392,Yes,1,0,0
43,8,2.87,7,Tablet,Romance,Asia,On-Time,Standard,6,51,4095,No,1,0,0
16,7,5.44,9,Laptop,Romance,South America,On-Time,Premium,6,54,9910,Yes,3,0,0
32,10,5.16,9,Smart TV,Drama,Africa,On-Time,Basic,9,55,7099,No,3,0,0
52,1,3.46,4,Tablet,Sci-fi,North America,On-Time,Basic,8,40,6923,No,3,0,0
43,9,1.16,8,Tablet,Action,North America,On-Time,Standard,1,51,3874,Yes,3,0,0
50,7,1.18,10,Smart TV,Romance,Africa,Delayed,Premium,6,54,5124,Yes,1,0,0
3,1,3.83,1,Smart TV,Comedy,Africa,Delayed,Standard,10,70,5230,No,2,1,1
24,8,1.46,7,Mobile,Romance,Europe,On-Time,Basic,4,28,2144,Yes,3,0,0
46,2,5.63,1,Tablet,Action,South America,On-Time,Premium,1,57,2463,No,5,0,0
15,3,3.37,4,Smart TV,Drama,Europe,On-Time,Basic,5,55,5025,Yes,4,0,0
5,9,4.16,7,Tablet,Sci-fi,North America,On-Time,Standard,3,46,5558,Yes,3,0,0
48,7,2.75,7,Tablet,Drama,North America,Delayed,Premium,5,44,8962,Yes,3,0,0
44,7,3.37,10,Smart TV,Action,Oceania,On-Time,Standard,8,69,8940,Yes,1,0,0
48,10,3.2,8,Smart TV,Romance,North America,On-Time,Premium,3,31,5944,No,3,0,0
42,3,3.87,2,Tablet,Drama,Oceania,On-Time,Premium,7,70,3828,No,5,0,0
14,9,5.17,10,Smart TV,Comedy,Europe,On-Time,Basic,8,31,9633,No,5,0,0
24,6,3.07,3,Tablet,Romance,South America,On-Time,Standard,3,18,1373,No,3,1,1
23,7,1.24,9,Laptop,Sci-fi,North America,On-Time,Standard,1,19,7587,No,1,0,0
52,9,4.89,8,Tablet,Sci-fi,Asia,On-Time,Premium,8,27,1415,No,1,0,0
11,5,2.82,1,Tablet,Sci-fi,Africa,On-Time,Standard,1,48,5012,Yes,1,0,0
26,9,5.99,8,Tablet,Action,North America,On-Time,Basic,2,48,7162,Yes,5,0,0
5,1,4.6,5,Smart TV,Comedy,Asia,On-Time,Premium,2,56,9836,No,3,0,0
37,4,2.2,5,Mobile,Drama,Asia,On-Time,Standard,5,51,4742,No,4,0,0
13,9,5.2,9,Laptop,Comedy,Europe,On-Time,Premium,7,46,6576,No,5,0,0
7,10,2.6,10,Mobile,Action,South America,On-Time,Basic,5,62,2710,Yes,1,0,0
5,7,5.44,7,Mobile,Comedy,Oceania,Delayed,Basic,9,38,4075,No,1,1,1
38,9,2.11,9,Mobile,Romance,South America,Delayed,Premium,0,62,9169,Yes,2,0,0
37,10,4.73,8,Mobile,Romance,Oceania,On-Time,Standard,2,19,1714,Yes,5,0,0
32,10,4.89,7,Tablet,Comedy,Africa,On-Time,Premium,1,21,8224,Yes,4,0,0
31,9,4.34,8,Tablet,Sci-fi,North America,On-Time,Standard,3,58,3464,Yes,2,0,0
10,8,3.16,8,Mobile,Action,North America,On-Time,Basic,2,44,6851,No,2,0,0
51,6,4.31,5,Mobile,Comedy,Oceania,Delayed,Standard,8,57,3372,Yes,4,0,0
24,1,1.45,2,Smart TV,Comedy,South America,Delayed,Standard,10,43,5688,Yes,4,1,1
50,5,1.79,6,Mobile,Action,Europe,On-Time,Premium,5,70,1781,Yes,3,0,0
54,2,1.5,1,Laptop,Drama,Asia,On-Time,Basic,6,19,2735,Yes,5,0,0
26,10,1.54,8,Smart TV,Romance,Asia,Delayed,Standard,6,62,9271,Yes,4,0,0
49,9,3.5,10,Mobile,Action,Asia,On-Time,Basic,9,38,7858,Yes,4,0,0
55,2,1.32,6,Laptop,Action,Africa,On-Time,Standard,9,31,9961,Yes,3,0,0
32,7,3.32,7,Laptop,Drama,Europe,On-Time,Basic,6,65,2267,No,2,0,0
14,2,2.46,2,Smart TV,Sci-fi,North America,On-Time,Premium,7,62,3894,Yes,2,0,0
1,9,3.12,9,Tablet,Comedy,South America,On-Time,Standard,8,36,8481,No,2,0,0
44,6,3.01,5,Laptop,Comedy,North America,Delayed,Basic,3,32,2075,Yes,3,0,0
60,9,4.16,8,Tablet,Drama,South America,On-Time,Premium,1,19,9275,Yes,4,0,0
39,9,3.04,8,Laptop,Action,Africa,On-Time,Basic,2,59,7717,No,5,0,0
28,9,4.84,8,Mobile,Sci-fi,South America,On-Time,Premium,5,47,1294,No,3,0,0
56,7,1.29,9,Tablet,Action,Europe,On-Time,Basic,8,67,5049,No,5,0,0
40,9,3.06,10,Smart TV,Comedy,Asia,On-Time,Premium,9,69,8557,Yes,5,0,0
58,3,2.38,1,Smart TV,Sci-fi,South America,On-Time,Standard,4,54,8712,Yes,1,0,0
28,7,4.31,10,Smart TV,Action,Oceania,On-Time,Basic,10,41,3274,No,3,0,0
51,4,2.51,6,Tablet,Drama,North America,Delayed,Standard,10,47,3054,No,1,0,0
40,4,5.04,1,Tablet,Action,Europe,Delayed,Basic,2,57,3778,Yes,5,0,0
28,3,3.3,3,Tablet,Sci-fi,North America,On-Time,Standard,4,40,4215,Yes,4,0,0
26,10,1.37,8,Tablet,Sci-fi,Europe,On-Time,Basic,3,43,2658,Yes,3,0,0
53,10,4.84,7,Laptop,Action,Europe,Delayed,Basic,1,61,9014,Yes,3,0,0
23,7,4.16,7,Tablet,Action,North America,Delayed,Premium,9,27,8389,No,1,1,1
25,8,3.94,10,Mobile,Action,Africa,On-Time,Standard,0,19,3728,Yes,5,0,0
1,5,3.69,5,Laptop,Romance,Asia,On-Time,Premium,8,33,7931,Yes,3,0,0
23,9,4.69,10,Laptop,Action,Oceania,On-Time,Basic,8,26,5179,Yes,5,0,0
5,3,1.77,6,Mobile,Comedy,Europe,Delayed,Basic,7,26,1160,Yes,5,1,1
2,5,2.63,4,Mobile,Action,Europe,On-Time,Premium,6,29,2985,No,2,0,0
56,9,5.43,10,Laptop,Sci-fi,Europe,On-Time,Basic,5,35,5493,Yes,1,0,0
30,8,3.29,7,Tablet,Action,Asia,On-Time,Standard,10,30,4675,Yes,5,0,0
